file_path,split,jenis,jam_ke,estimasi_sisa_jam
dataset_mobilenet_ready/train/mata/mata_T0_77_jpg.rf.88c123db84d5b36a400311ccf2203482_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T0_44_jpg.rf.7d516292200d4cefbac48d63994bb0cf_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_105_jpg.rf.e7690599372d6ad9c75f6bdd6821c9b8_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_47_jpg.rf.b725ecb572e571a96a1b406a88c570e5_1.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T0_0_jpg.rf.1f1c204e75b520b12ce727729cfa4d97_0.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/insang/insang_T1_75_jpg.rf.3fad1c925628f8a880a1d3670bc95e0c_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T0_118_jpg.rf.9bfaa85e309338d3d2ecb8930c65eefb_0.jpg,train,mata,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_15_jpg.rf.80d6c3e376ea063a0ea0776b6d74115d_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/test/mata/mata_T1_52_jpg.rf.5b62cce21004cf183ca1dbfa1793a0bb_1.jpg,test,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T0_97_jpg.rf.79d6bd9fcc917bc40234697434178346_1.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/mata/mata_T0_80_jpg.rf.3a2e0f497aada2365fb91814cc2f113d_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_122_jpg.rf.4becbac97e3e2eb7a6e835e82a55e03e_1.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_73_jpg.rf.dd3b85118795e775b9f5e40a423cb84b_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_4_jpg.rf.01adb1e33fc1595039135fdfdf64d7dd_0.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_101_jpg.rf.9276f19fcd96361af76339b5fb662eed_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T0_19_jpg.rf.7a9ffb0ac43eca12647136fad8a3f357_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_56_jpg.rf.09a0133afbbe195f858926865932c642_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T1_38_jpg.rf.a5a68e6da79d6af0123bd1c9ee071717_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T1_116_jpg.rf.e4c6f6738a7c8efc61d27c5aa8a9a0cb_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T1_111_jpg.rf.2c033c792e88950e5504612847721740_0.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/mata/mata_T0_73_jpg.rf.dd3b85118795e775b9f5e40a423cb84b_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T1_48_jpg.rf.add5ee648f725ecdddad697d584d6e1b_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T1_114_jpg.rf.9e831ac0cc30e0aeb30a7ea40fcbc3a8_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T0_14_jpg.rf.ee181d47ae057a12045419f0eb26d7d4_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T1_15_jpg.rf.08a3a4ae3f274c1dc6c65bcaddc9ebd5_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T1_36_jpg.rf.f43e84a9582e7d4c16a94f37ab39106e_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T1_18_jpg.rf.96e0daa4cc6cabdddf7b83f841872351_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T0_13_jpg.rf.ddc43f21edf8211dc47d7a851bcdad13_1.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_72_jpg.rf.df015f141f1e195323c7019b2142baec_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T0_57_jpg.rf.4bab3484cc045b2ec744261b18f1a393_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T0_71_jpg.rf.ae55df04399a73c7fe7d23f708b9c7c2_1.jpg,train,insang,0,18
dataset_mobilenet_ready/test/insang/insang_T1_86_jpg.rf.15e3375fe278390b597a7c9a6065b8c5_1.jpg,test,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T1_47_jpg.rf.b725ecb572e571a96a1b406a88c570e5_0.jpg,train,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T1_114_jpg.rf.9e831ac0cc30e0aeb30a7ea40fcbc3a8_1.jpg,train,insang,1,17
dataset_mobilenet_ready/valid/insang/insang_T1_6_jpg.rf.d1ce59dbd18fea7e47dad1719d39ee2c_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/valid/insang/insang_T1_105_jpg.rf.0090bbc9a9eb0ffe95e6a33e3216aa38_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/test/mata/mata_T1_29_jpg.rf.681f255ef5ef485fdcd0340ae768455d_0.jpg,test,mata,1,17
dataset_mobilenet_ready/valid/mata/mata_T0_32_jpg.rf.34685b5a7e5f2bf80f9ed1ae57c1ab13_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/test/mata/mata_T0_110_jpg.rf.8f408f581518547764ee00c109b84fb2_0.jpg,test,mata,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_111_jpg.rf.3cd26057a07eee168da1d787c01c7cba_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T1_94_jpg.rf.01f1e7827769ba41ab2bb0023db368ff_1.jpg,train,insang,1,17
dataset_mobilenet_ready/test/mata/mata_T0_33_jpg.rf.340ade4192436f909e80cd9b9aa51505_0.jpg,test,mata,0,18
dataset_mobilenet_ready/test/mata/mata_T1_56_jpg.rf.096fa019ff00d79dfdf9dd3dc4e1d690_0.jpg,test,mata,1,17
dataset_mobilenet_ready/valid/insang/insang_T1_34_jpg.rf.8ac9d82563af33410bd3e11090cdb234_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T0_22_jpg.rf.29177e1f7caee5e80892d6b4d9084759_1.jpg,train,insang,0,18
dataset_mobilenet_ready/test/insang/insang_T1_93_jpg.rf.690d48355ae4dc7fb2901dfb555b5da6_1.jpg,test,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T1_3_jpg.rf.056b7098cb776c8a7c0bec095f88dec9_0.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/mata/mata_T0_62_jpg.rf.e8acb478c1ca2b0a29213bda18a9ca7f_1.jpg,valid,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_16_jpg.rf.c33e47a3c3403005c2798775e40e9fb2_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T0_64_jpg.rf.1fa24d703fae3abe700e5a9a7481837e_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T1_4_jpg.rf.01adb1e33fc1595039135fdfdf64d7dd_1.jpg,train,insang,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_65_jpg.rf.dd36083338ba35a35d89272b2e2db816_0.jpg,valid,insang,0,18
dataset_mobilenet_ready/test/mata/mata_T1_71_jpg.rf.9de37c3f34f6ffab74a54e4a4e779cbf_0.jpg,test,mata,1,17
dataset_mobilenet_ready/valid/mata/mata_T1_70_jpg.rf.f09071162da596e1f8c5090276b9d134_1.jpg,valid,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T1_19_jpg.rf.11c7782d65e373210e35149150dc70ba_0.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_59_jpg.rf.8b8d8204556e953bb8e556c9459ede48_0.jpg,valid,insang,0,18
dataset_mobilenet_ready/test/insang/insang_T0_25_jpg.rf.d84883a00954226f7a8d5d6cd7a95279_1.jpg,test,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_76_jpg.rf.e839d0d1c2b47a483e4753fa48af31a1_0.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/insang/insang_T1_27_jpg.rf.3b5376462877988dfd5d9383d625a32b_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T1_11_jpg.rf.a68e9c5c69cdd84abf7abce2da62cd40_0.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/mata/mata_T1_66_jpg.rf.c5ca43780b185fa8580ebaf9f5bceb9e_1.jpg,valid,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T0_6_jpg.rf.ba9a3fd27b1d89d7697c83e62f17f48a_1.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/mata/mata_T0_50_jpg.rf.88972ab342adaf644ec8c0d82b0ea5cd_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/test/mata/mata_T0_37_jpg.rf.e2c88ca90a25766c7355d767a6773036_0.jpg,test,mata,0,18
dataset_mobilenet_ready/test/insang/insang_T0_81_jpg.rf.b8707a0c31ba17af43c181f136e76d84_0.jpg,test,insang,0,18
dataset_mobilenet_ready/valid/insang/insang_T1_33_jpg.rf.a53892e6b13a5daba6b754c46beadf57_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_45_jpg.rf.50b4b44e100f7fcef4aff6ed458d9eac_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_61_jpg.rf.4b6d60a68b182ce0880dc75f74e4e00e_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T0_2_jpg.rf.a850fe4b1286aa1bfc9ea438d20767a5_1.jpg,train,mata,0,18
dataset_mobilenet_ready/test/insang/insang_T1_29_jpg.rf.681f255ef5ef485fdcd0340ae768455d_1.jpg,test,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T1_12_jpg.rf.0e88818d2bbfd82a69ea21a94b3f4371_0.jpg,train,mata,1,17
dataset_mobilenet_ready/test/mata/mata_T1_20_jpg.rf.cd605b3e8e6183215c462ff0db6802c0_0.jpg,test,mata,1,17
dataset_mobilenet_ready/test/mata/mata_T1_107_jpg.rf.c07be69f256038f195d3292a2551e7ef_0.jpg,test,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T1_51_jpg.rf.656a43ddb617eb369b18364d12781f5f_1.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T1_51_jpg.rf.656a43ddb617eb369b18364d12781f5f_0.jpg,train,insang,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_78_jpg.rf.edd9bb9a976466f9a1c497db57285d12_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/test/insang/insang_T1_102_jpg.rf.f60ac6d150ba0b98d9afb28eeac4ea39_1.jpg,test,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T0_105_jpg.rf.e7690599372d6ad9c75f6bdd6821c9b8_0.jpg,train,mata,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_93_jpg.rf.919d481da8abc9eed63c656726dd4bbe_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_89_jpg.rf.13cb5389d53b1b62300c2738d4a888a6_1.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/insang/insang_T1_14_jpg.rf.28cb6cbe5a9683621e8fcce6b5fbab35_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/valid/mata/mata_T0_10_jpg.rf.9c08a801bf7f51bedd590e34009d1d03_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T1_120_jpg.rf.73e0b74f606369b0e848068ff851a60b_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T1_117_jpg.rf.4909800f9a3b536e5d1be4c85cbb296b_1.jpg,train,insang,1,17
dataset_mobilenet_ready/valid/mata/mata_T0_111_jpg.rf.3cd26057a07eee168da1d787c01c7cba_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/valid/mata/mata_T0_120_jpg.rf.ba1e4aefdc91cb2e4b7f64cfc1829906_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_84_jpg.rf.d34023e09fc1876fa50194f484946303_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T0_3_jpg.rf.b129a2a94647438bcb438cf0796220da_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T0_53_jpg.rf.3b250268b2b0ccaa83f2e6c1e63be78e_0.jpg,train,mata,0,18
dataset_mobilenet_ready/valid/mata/mata_T1_113_jpg.rf.1a23469bb2013ab5750341de17fba118_0.jpg,valid,mata,1,17
dataset_mobilenet_ready/test/mata/mata_T0_75_jpg.rf.fcf5806966f59d76977cc8d4c807842f_0.jpg,test,mata,0,18
dataset_mobilenet_ready/test/insang/insang_T1_40_jpg.rf.faf50122421176abfdcb8c4bf3b38818_1.jpg,test,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T0_55_jpg.rf.45b66f1d1b075452454d164a930dc9ff_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T1_50_jpg.rf.bafdd885e21a906ea0fde17c3244ab8d_1.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/mata/mata_T1_75_jpg.rf.3fad1c925628f8a880a1d3670bc95e0c_0.jpg,valid,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T0_88_jpg.rf.ee880b79f07d3e74a00ab47465f66339_1.jpg,train,insang,0,18
dataset_mobilenet_ready/test/mata/mata_T1_93_jpg.rf.690d48355ae4dc7fb2901dfb555b5da6_0.jpg,test,mata,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_80_jpg.rf.3a2e0f497aada2365fb91814cc2f113d_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_32_jpg.rf.34685b5a7e5f2bf80f9ed1ae57c1ab13_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/valid/mata/mata_T1_105_jpg.rf.0090bbc9a9eb0ffe95e6a33e3216aa38_0.jpg,valid,mata,1,17
dataset_mobilenet_ready/test/mata/mata_T1_110_jpg.rf.dbeced671d3ed7eecd1bf7909d64be73_0.jpg,test,mata,1,17
dataset_mobilenet_ready/test/mata/mata_T1_40_jpg.rf.faf50122421176abfdcb8c4bf3b38818_0.jpg,test,mata,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_24_jpg.rf.4c2c772547bc3ba2f7902967fc88be64_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T0_113_jpg.rf.291e8b32a77e8423f5ec795be042b1a8_0.jpg,train,mata,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_79_jpg.rf.ea3906103896ca7db2faa25724d3ebb3_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T1_98_jpg.rf.3d0076eebc9d2b933576d718398472e7_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T0_60_jpg.rf.d25941be020442967d3e94af7ff23acc_1.jpg,train,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T1_54_jpg.rf.8bbfa55098bc56c3ea0e4b64dab8871b_1.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T0_31_jpg.rf.a16a468666e9e7f0f2f85af906afb749_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_116_jpg.rf.d46a768311e486cd20ed65734ea3f96d_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T0_119_jpg.rf.14e31c2c51a37ecc4c4c40eae114c311_1.jpg,train,insang,0,18
dataset_mobilenet_ready/test/insang/insang_T0_83_jpg.rf.276fba0afedc01bef1ff8072785f6609_1.jpg,test,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_16_jpg.rf.1f19a691229e815a9800974f7556c049_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T0_1_jpg.rf.f30fb15b11bfc41ab7938863c50d431d_0.jpg,train,mata,0,18
dataset_mobilenet_ready/test/mata/mata_T1_86_jpg.rf.15e3375fe278390b597a7c9a6065b8c5_0.jpg,test,mata,1,17
dataset_mobilenet_ready/test/mata/mata_T1_39_jpg.rf.11d9bc03cfaf61ce73025b9702e93dfe_0.jpg,test,mata,1,17
dataset_mobilenet_ready/valid/insang/insang_T1_65_jpg.rf.96d03c34d5f58c4666f87a0024f81d9f_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T0_42_jpg.rf.755b130d655bbefba6fa369e7cea1bfa_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T1_44_jpg.rf.4d6ef89b0935ab92b4aa6af6480ead74_1.jpg,train,insang,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_91_jpg.rf.84aa5b15cf45ea589b4ca082038a71c8_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T0_94_jpg.rf.3c85c9dede7436ff8ee26210175fc052_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T0_87_jpg.rf.c56c77113b8d697d1972e757b86e3726_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_114_jpg.rf.d2f8682be5b6402bcb4203a3251f9336_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T0_124_jpg.rf.0c60aef901ca808750b04b7a203c8aef_1.jpg,train,mata,0,18
dataset_mobilenet_ready/valid/insang/insang_T1_103_jpg.rf.d13e9f1e496cfdaa42a50c1d61abc7b9_1.jpg,valid,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T0_19_jpg.rf.7a9ffb0ac43eca12647136fad8a3f357_1.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/insang/insang_T0_39_jpg.rf.bffa904b9aa46d089aa18db15a6cf2de_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T0_54_jpg.rf.581aea1871f47a9f112becf342968671_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T0_121_jpg.rf.a040217074b5a00cfe2abc45de27fe00_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T1_12_jpg.rf.0e88818d2bbfd82a69ea21a94b3f4371_1.jpg,train,insang,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_35_jpg.rf.092e327e93cc1241c4be909adfa3a4d9_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_10_jpg.rf.8e2b7a73f01240053e4af33f3f8dfe59_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T1_36_jpg.rf.f43e84a9582e7d4c16a94f37ab39106e_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T1_46_jpg.rf.bae14c20c144b3b0d6ac0883cc4cf275_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T0_3_jpg.rf.b129a2a94647438bcb438cf0796220da_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_4_jpg.rf.fbc163dd5114536d828359bc0f183f85_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_32_jpg.rf.f7c972eec71462b6241a8244d1ad30c7_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T0_7_jpg.rf.cdc7b3215bdcf3e5bfe9b22838ce9492_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_117_jpg.rf.4909800f9a3b536e5d1be4c85cbb296b_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T0_89_jpg.rf.32e233fa6950f6c4cb970d3a25cab28a_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T0_100_jpg.rf.d83abb65b2392e03c97260b0fba3f4fe_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T1_63_jpg.rf.43687e9ec99a9279df3fac5186230fb1_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T0_113_jpg.rf.291e8b32a77e8423f5ec795be042b1a8_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T0_18_jpg.rf.0b469fae417019e7d2e96eda90e9b9dc_0.jpg,train,mata,0,18
dataset_mobilenet_ready/valid/mata/mata_T0_95_jpg.rf.12103f2f857f65271f832d00bf4a8b18_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T0_16_jpg.rf.c33e47a3c3403005c2798775e40e9fb2_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_90_jpg.rf.a64a9300ed145ede6313787559e31265_1.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/mata/mata_T0_15_jpg.rf.80d6c3e376ea063a0ea0776b6d74115d_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T0_123_jpg.rf.6448c7d866a5591b05e6b5e768706845_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T1_2_jpg.rf.5bd83a8b56f169be6d11a382a8a6e8f4_1.jpg,train,insang,1,17
dataset_mobilenet_ready/valid/insang/insang_T0_50_jpg.rf.88972ab342adaf644ec8c0d82b0ea5cd_1.jpg,valid,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T0_41_jpg.rf.eeb9e97d51241b12d040fb551d952328_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_108_jpg.rf.f2e985914b2c25cce137f492c88f2dc8_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T1_77_jpg.rf.ef691dd06d26091f3b5835c538a57d31_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T0_40_jpg.rf.a7614e97aaaf43d04cbaae8364269547_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T0_69_jpg.rf.226c8d8a659beab66b4b6f61895318ec_0.jpg,train,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T0_100_jpg.rf.d83abb65b2392e03c97260b0fba3f4fe_1.jpg,train,insang,0,18
dataset_mobilenet_ready/train/insang/insang_T1_109_jpg.rf.4e1b9f6578b32c1b1fdb3a1764b72442_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T1_116_jpg.rf.e4c6f6738a7c8efc61d27c5aa8a9a0cb_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/mata/mata_T1_44_jpg.rf.4d6ef89b0935ab92b4aa6af6480ead74_0.jpg,train,mata,1,17
dataset_mobilenet_ready/valid/mata/mata_T1_14_jpg.rf.28cb6cbe5a9683621e8fcce6b5fbab35_0.jpg,valid,mata,1,17
dataset_mobilenet_ready/valid/mata/mata_T1_103_jpg.rf.d13e9f1e496cfdaa42a50c1d61abc7b9_0.jpg,valid,mata,1,17
dataset_mobilenet_ready/test/insang/insang_T0_33_jpg.rf.340ade4192436f909e80cd9b9aa51505_1.jpg,test,insang,0,18
dataset_mobilenet_ready/train/mata/mata_T1_43_jpg.rf.556f45efdaae3ed0a77b05aaab5a7421_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/insang/insang_T0_44_jpg.rf.7d516292200d4cefbac48d63994bb0cf_1.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/mata/mata_T0_17_jpg.rf.0d2522d28b8bada391e2b1bb93a0d8b2_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T1_11_jpg.rf.a68e9c5c69cdd84abf7abce2da62cd40_1.jpg,train,insang,1,17
dataset_mobilenet_ready/valid/mata/mata_T0_93_jpg.rf.919d481da8abc9eed63c656726dd4bbe_0.jpg,valid,mata,0,18
dataset_mobilenet_ready/train/mata/mata_T1_46_jpg.rf.bae14c20c144b3b0d6ac0883cc4cf275_0.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T0_21_jpg.rf.49ae9c3ed86244e7e88f6152d3f663d2_0.jpg,train,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T1_108_jpg.rf.f2e985914b2c25cce137f492c88f2dc8_1.jpg,train,insang,1,17
dataset_mobilenet_ready/train/insang/insang_T0_42_jpg.rf.755b130d655bbefba6fa369e7cea1bfa_1.jpg,train,insang,0,18
dataset_mobilenet_ready/test/mata/mata_T0_98_jpg.rf.6781e78c1fafe464ff0715912b39334a_0.jpg,test,mata,0,18
dataset_mobilenet_ready/train/insang/insang_T0_82_jpg.rf.d4097dec33a5200c2e0000cbc28940b4_1.jpg,train,insang,0,18
dataset_mobilenet_ready/valid/mata/mata_T1_95_jpg.rf.2846bf5e27dfc4d7e61d2935cddbc505_0.jpg,valid,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T1_55_jpg.rf.a41026bbb7aa9dfad5aad233607789cc_1.jpg,train,mata,1,17
dataset_mobilenet_ready/train/mata/mata_T0_52_jpg.rf.925163c2402dbf64968056fcf4eb3b70_0.jpg,train,mata,0,18
